id|Kanji|Strokes|"Name of Radical"|"Radical Freq."|"Reading within Joyo"|"Reading beyond Joyo"|"On within Joyo"|"Translation of On"|"Kun within Joyo"|"Translation of Kun"|"Kanji Frequency with Proper Nouns"
567|枯|9|"Ki, Kihen"|85|コ、か-れる、か-らす||ko|"wither, die, be dead; age; be seasoned; fog up"|"ka(reru), ka(rasu)"|"wither, die, be dead; age; be seasoned; fog up. kill (vegetation); let dry; season (lumber)"|3373
235|喝|11|"Kuchi, Kuchihen"|70|カツ||katsu|"scold, get hoarse"|-|-|3366
97|猿|13|"Inu, Kemonohen"|17|エン、さる||en|monkey|saru|"monkey, ape; minic; sly person; door bolt; fastener"|3338
851|遮|14|Shinnyoo|51|シャ、さえぎ-る||sha|"interrupt, obstruct, intercept"|saegi(ru)|"interrupt, obstruct, intercept"|3330
326|幾|12|Itogashira|4|キ、いく||ki|"how many, how much; how far, how long; so much per; however(difficult)"|iku|"some, several, many; how many, how much"|3329
2020|裸|13|"Koromo, Koromohen"|21|ラ、はだか||ra|"naked body, nude; uncovered, only partially clothed, undressed; without investing; leafless; unpreparedness (for a wedding); unsaddled; denuded, bare "|hadaka|"naked body, nude; uncovered, only partially clothed, undressed; without investing; leafless; unpreparedness (for a wedding); unsaddled; denuded, bare "|3324
673|恨|9|"Kokoro, Risshinben, Shitagokoro"|76|コン、うら-む、うら-めしい||kon|"bear a grudge, show resentment"|"ura(mu), ura(meshii)"|"bear a grudge, show resentment, hateful, bitter"|3306
1903|又|2|Mata|9|また||-|-|mata|"again, and, furthermore; on the other hand"|3304
495|憩|16|"Kokoro, Risshinben, Shitagokoro"|76|ケイ、いこ-い、いこ-う||kei|"rest, relax, repose"|"iko(i), iko(u)"|"rest, relax, repose"|3292
1924|霧|19|"Ame, Amekanmuri"|13|ム、きり||mu|"mist, fog, spray"|kiri|"mist, fog, spray"|3282
692|挫|10|Tehen|89|ザ|くじ|za|"crush, break, sprain, dislocate; frustrate; unnerve; dampen(spirits)"|-|-|3282
646|衡|16|Gyoogamae|6|コウ||koo|"measuring rod; scales"|-|-|3278
894|袖|10|"Koromo, Koromohen"|21|シュウ、そで||shuu|"sleeve, sleeve pocket; wing(of a building); extension(of a table)"|sode|"sleeve, sleeve pocket; wing(of a building); extension(of a table)"|3236
988|掌|12|Te|6|ショウ|たなごころ|shoo|"rule, administer, conduct"|-|-|3233
2094|零|13|"Ame, Amekanmuri"|13|レイ||rei|"zero, nothing, cipher; fall"|-|-|3231
1095|枢|8|"Ki, Kihen"|85|スウ|とぼそ|suu|"pivot; door"|-|-|3229
698|砕|9|"Ishi, Ishihen"|16|サイ、くだ-く、くだ-ける||sai|"break, smash, crush; pulverize; tax (one's ingenuity); explain simply "|"kuda(ku), kuda(keru)"|"break, smash, crush; pulverize; tax (one's ingenuity); explain simply. crumble, be crushed, go to pieces; become familiar "|3211
1179|旋|11|"Hoo, Hoohen"|6|セン|つ|sen|"go around"|-|-|3190
1428|椎|12|"Ki, Kihen"|85|ツイ|しい|tsui|"hammer, mallet"|-|-|3187
304|机|6|"Ki, Kihen"|85|キ、つくえ||ki|"desk, table"|tsukue|"desk, table"|3114
616|洪|9|"Mizu, Sanzui, Shitamizu"|118|コウ||koo|"flood, vast"|-|-|3102
1467|迭|8|Shinnyoo|51|テツ||tetsu|alternation|-|-|3096
634|慌|12|"Kokoro, Risshinben, Shitagokoro"|76|コウ、あわ-てる、あわ-ただしい||koo|"be confused, lose one's head, be hurried, be hasty"|"awa(teru), awa(tadashii)"|"be confused, lose one's head, be hurried, be hasty, busy, bustling, confused"|3072
1636|舶|11|"Fune, Funehen"|8|ハク||haku|ship|-|-|3063
1648|鉢|13|"Kane, Kanehen"|33|ハチ、[ハツ]||"[hatsu], 	hachi"|"bowl, rice tub, pot; crown, brainpan"|-|-|3053
1112|姓|8|"Onna, Onnahen"|36|セイ、ショウ||"sei, 	shoo"|"surname, family name"|-|-|3025
1863|剖|10|"Katana, Rittoo"|32|ボウ||boo|divide|-|-|3023
1851|縫|16|"Ito, Itohen"|63|ホウ、ぬ-う||hoo|"sew, stich, embroider"|nu(u)|"sew, stich, embroider"|2999
1890|盆|9|Sara|8|ボン||bon|"Lantern Festival; Festivals of the Dead; tray"|-|-|2996
209|柿|9|"Ki, Kihen"|85|かき|シ|-|-|kaki|persimmon|2994
1084|炊|8|"Hi, Hihen, Renga"|26|スイ、た-く|かし|sui|"cook, boil"|ta(ku)|"cook, boil"|2984
403|峡|9|"Yama, Yamahen"|16|キョウ||kyoo|"gorge, ravine"|-|-|2955
99|鉛|13|"Kane, Kanehen"|33|エン、なまり||en|lead(metal)|namari|lead(metal)|2950
1651|伐|6|"Hito, Ninben, Hitoyane"|104|バツ|き、う|batsu|"strike, attack; punish"|-|-|2950
1748|赴|9|"Hashiru, Soonyoo"|6|フ、おもむ-く||fu|"proceed to; get, become, tend toward"|omomu(ku)|"proceed to; get, become, tend toward"|2937
2099|暦|14|"Nichi, Nichihen"|38|レキ、こよみ|リャク|reki|"calendar, almanac"|koyomi|"calendar, almanac"|2928
741|擦|17|Tehen|89|サツ、す-る、す-れる|こす|satsu|"rub, scour, scrub, scratch, scrape, brush "|"su(ru), su(reru)"|"rub, chafe; strike (a match); frost (glass). wear; become sophisticated "|2905
1741|扶|7|Tehen|89|フ||fu|"help; save, rescue; give relief to; spare (life); reinforce; promote; abet"|-|-|2891
1299|胎|9|"Niku, Nikuzuki"|44|タイ||tai|"womb, uterus"|-|-|2890
1463|滴|14|"Mizu, Sanzui, Shitamizu"|118|テキ、しずく、したた-る||teki|drop|"shizuku, shitata(ru)"|"drop. drip, trickle"|2888
1798|弊|15|"Komanuki, Nijuuashi"|3|ヘイ||hei|"evil, abuse, vice, bad custom; breakage; our (humble); Shinto zigzag paper offering; tribute "|-||2867
2082|瑠|14|"Tama, Oo"|15|ル||ru|"lapis lazuli"|-|-|2858
1028|醸|20|"Tori, Torihen"|14|ジョウ、かも-す||joo|"brew, cause, give rise to"|kamo(su)|"brew, cause, give rise to"|2852
1659|帆|6|"Haba, Kinben"|17|ハン、ほ||han|sail|ho|sail|2816
672|昆|8|"Nichi, Nichihen"|38|コン||kon|"descendants, elder brother"|-|-|2808
165|瓦|5|Kawara|2|ガ、かわら||ga|tile|kawara|tile|2801
549|弦|8|"Yumi, Yumihen"|11|ゲン、つる||gen|"bowstring; chord (in geometry); hypotenuse; crescent (moon); bowstring; string (of an instrument)"|tsuru|"bowstring; teakettle handle made of bamboo or vines"|2794
308|忌|7|"Kokoro, Risshinben, Shitagokoro"|76|キ、い-む、い-まわしい||ki|"mourning; death anniversary; something detestable"|"i(mu), i(mawashii)"|"abhor, have an aversion for, avoid, shun; taboo; abstain from; objectionable, abominable, offensive; ominous, unlucky"|2776
1993|羊|6|Hitsuji|7|ヨウ、ひつじ||yoo|sheep|hitsuji|sheep|2775
1905|抹|8|Tehen|89|マツ||matsu|"paint, erase, rub"|-|-|2742
729|酢|12|"Tori, Torihen"|14|サク、す||saku|vinegar|su|vinegar|2741
663|穀|14|"Nogi, Nogihen"|23|コク||koku|"cereals, grain"|-|-|2738
921|淑|11|"Mizu, Sanzui, Shitamizu"|118|シュク|しと、よ|shuku|"graceful, polite, gentle, pure"|-|-|2736
581|娯|10|"Onna, Onnahen"|36|ゴ||go|pleasure|-|-|2725
1812|遍|12|Shinnyoo|51|ヘン|あまね|hen|times|-|-|2703
1849|飽|13|"Shoku, Shokuhen"|12|ホウ、あ-きる、あ-かす||hoo|"get tired of, lose interest in, have enough "|"a(kiru), a(kasu)"|"get tired of, lose interest in, have enough. satiate, surfeit; bore, tire, weary "|2703
241|轄|17|"Kuruma, Kurumahen"|15|カツ||katsu|wedge|-|-|2680
216|殻|11|Rumata|6|カク、から||kaku|"husk, hull, nutshell; cast-off skin; tofu refuse; corpse; earth's crust"|kara|"husk, hull, nutshell; cast-off skin; tofu refuse; corpse; earth's crust"|2665
368|臼|6|Usu|2|キュウ、うす||kyuu|"mortar, hand mill"|usu|"mortar, hand mill"|2657
152|渦|12|"Mizu, Sanzui, Shitamizu"|118|カ、うず||ka|"eddy, whirlpool, vortex"|uzu|"eddy, whirlpool, vortex"|2615
677|痕|11|Yamaidare|15|コン、あと||kon|"mark; footprint"|ato|"mark; footprint"|2614
796|嗣|13|"Kuchi, Kuchihen"|70|シ|つ|shi|heir|-|-|2603
1685|妃|6|"Onna, Onnahen"|36|ヒ||hi|"queen, princess"|-|-|2599
1804|癖|18|Yamaidare|15|ヘキ、くせ||heki|habit|kuse|"habit, peculiality, vice, trait, fault; curl, kink; mannerism"|2591
1372|窒|11|"Ana, Anakanmuri"|10|チツ||chitsu|"plug up, obstruct"|-|-|2562
1850|褒|15|"Koromo, Koromohen"|21|ホウ、ほ-める||hoo|"praise, extol"|ho(meru)|"praise, commend"|2529
2124|籠|22|"Take, Takekanmuri"|24|ロウ、かご、こ-もる||roo|"be crowed; requiring (a lot of work)"|"kago, ko(moru)"|"cage, coop; basket; seclude oneself, be confined in; be implied; be stuffy, be filled with (smoke)"|2526
74|詠|12|"Gon, Gonben"|68|エイ、よ-む|うた|ei|"poem; song; singing; composing"|yo(mu)|"recite, chant"|2523
450|惧|11|"Kokoro, Risshinben, Shitagokoro"|76|グ||gu|"fear, be overawed, be apprehensive"|-|-|2515
2058|虜|13|Toragashira|5|リョ|とりこ|ryo|"captive; barbarian; low epithet for the enemy"|-|-|2511
1627|媒|12|"Onna, Onnahen"|36|バイ|なかだち、なこうど|bai|go-between|-|-|2509
164|牙|4|"Kiba, Kibahen"|1|ガ、[ゲ]、きば||"ga, [ge]"|"tusk, fang, canine tooth, eyetooth"|kiba|"tusk, fang, canine tooth, eyetooth"|2493
1678|藩|18|Kusakanmuri|47|ハン||han|"feudal clan; enclosure"|-|-|2486
1566|曇|16|"Nichi, Nichihen"|38|ドン、くも-る||don|"cloud up; fog up, become dim, be blurred; be gloomy "|kumo(ru)|"cloud up; fog up, become dim, be blurred; be gloomy "|2475
1247|槽|15|"Ki, Kihen"|85|ソウ||soo|"tub, tank, vat"|-|-|2452
854|蛇|11|"Mushi, Mushihen"|10|ジャ、ダ、へび||"ja, 	da"|"snake, serpent; hard drinker"|hebi|snake|2437
1461|笛|11|"Take, Takekanmuri"|24|テキ、ふえ||teki|flute|fue|"flute, pipe, clarinet, whistle, fife, pitch pipe, bagpipe, piccolo"|2411
1797|幣|15|"Haba, Kinben"|17|ヘイ|ぬさ|hei|"Shinto zigzag paper offerings; bad habit; humble prefix; gift"|-|-|2406
203|慨|13|"Kokoro, Risshinben, Shitagokoro"|76|ガイ||gai|"be sad"|-|-|2376
1011|冗|4|Wakanmuri|4|ジョウ||joo|uselessness|-|-|2373
1229|挿|10|Tehen|89|ソウ、さ-す||soo|"insert, put in; graft (a branch); wear (a sword); carry (in the belt)"|sa(su)|"insert, put in; graft (a branch); wear (a sword); carry (in the belt)"|2367
217|郭|11|Oozato|12|カク|くるわ|kaku|"enclosure; quarters"|-|-|2361
346|戯|15|"Hokogamae, Hokozukuri"|7|ギ、たわむ-れる|ゲ、ざ|gi|"play, sport, frolic, joke; flirt with"|tawamu(reru)|"play, sport, frolic, joke; flirt with"|2360
1567|丼|5|Ten|4|どんぶり、[どん]||-|-|"donburi, [don]"|"bowl; bowl of food"|2358
1887|奔|8|Dai|16|ホン||hon|run|-|-|2358
823|餌|15|"Shoku, Shokuhen"|12|ジ、えさ、え||ji|food|"esa, e"|"feed, food; bait, prey; tempting profit"|2336
966|肖|7|"Niku, Nikuzuki"|44|ショウ||shoo|resemble|-|-|2335
399|享|8|Nabebuta|5|キョウ||kyoo|"receive, take, get, obtain; accept; catch (a ball); stop (a blow), parry; answer (the phone); undergo (an operation); take (an exam); sustain (a loss); be exposed to (ridicule); face, front on; inherit; catch the public fancy"|-|-|2293
318|飢|10|"Shoku, Shokuhen"|12|キ、う-える||ki|"be hungry, starve"|u(eru)|"be hungry, starve"|2283
62|唄|10|"Kuchi, Kuchihen"|70|[うた]|バイ|-|-|[uta]|"songs accompanied by the samisen"|2270
757|斬|11|"Kin, Onozukuri"|5|ザン、き-る||zan|beheading|ki(ru)|"kill; cut"|2237
612|肯|8|"Niku, Nikuzuki"|44|コウ||koo|"agree to, consent, comply with, undertake"|-|-|2236
1122|逝|10|Shinnyoo|51|セイ、ゆ-く、い-く||sei|"die, pass away"|"yu(ku), i(ku)"|"die, pass away"|2214
631|梗|11|"Ki, Kihen"|85|コウ||koo|"for the most part; close up"|-|-|2201
956|叙|9|Mata|9|ジョ||jo|"relate, narrate, describe, write; confer (a rank); write a preface"|-|-|2192
1494|奴|5|"Onna, Onnahen"|36|ド|ヌ、やっこ、やつ|do|"manservant, slave; fellow"|-|-|2186
837|漆|14|"Mizu, Sanzui, Shitamizu"|118|シツ、うるし||shitsu|"lacquer, varnish"|urushi|"lacquer, varnish"|2179
124|乙|1|"Otsu, Otsunyoo"|7|オツ||otsu|"B, second; the latter; duplicate"|-|-|2172
367|朽|6|"Ki, Kihen"|85|キュウ、く-ちる||kyuu|"decay, rot; remain in seclusion"|ku(chiru)|"decay, rot; remain in seclusion"|2168
2055|硫|12|"Ishi, Ishihen"|16|リュウ|いおう|ryuu|sulphur|-|-|2167
482|渓|11|"Mizu, Sanzui, Shitamizu"|118|ケイ|ケ、たに|kei|valley|-|-|2118
271|閑|12|Mongamae|11|カン|ひま、な|kan|leisure|-|-|2101
1538|胴|10|"Niku, Nikuzuki"|44|ドウ||doo|"torso, trunk (of a body); body armor; body (of a suit); drum (of a machine); barrel (of a horse); cylinder (of a drum); bulge (of a bucket); hull (of a ship); hub (of a wheel)"|-|-|2080
1393|弔|4|"Yumi, Yumihen"|11|チョウ、とむら-う||choo|mourning|tomura(u)|"mourn for; hold a memorial service for; condole"|2079
1546|瞳|17|"Me, Mehen"|19|ドウ、ひとみ|トウ|doo|"pupil of the eye"|hitomi|"pupil of the eye"|2051
1713|泌|8|"Mizu, Sanzui, Shitamizu"|118|ヒツ、ヒ||"hitsu, 	hi"|"flow; soak in; penetrate; secrete"|-|-|2027
1200|禅|13|"Shimesu, Shimesuhen"|15|ゼン||zen|"silent meditation; Buddhist sect originating in the twelfth century"|-|-|2010
1007|礁|17|"Ishi, Ishihen"|16|ショウ||shoo|"sunken rock"|-|-|2008
1902|枕|8|"Ki, Kihen"|85|まくら|チン|-|-|makura|pillow|2004
1156|拙|8|Tehen|89|セツ、つたな-い||setsu|"clumsy, unskillful"|tsutana(i)|"clumsy, bungling, unskillful"|1955
1582|虹|9|"Mushi, Mushihen"|10|にじ|コウ|-|-|niji|rainbow|1946
669|頃|11|Oogai|22|ころ|ケイ|-|-|koro|"time, period. about (regarding time)"|1927
1732|賓|15|"Kai, Kaihen"|35|ヒン|まろうど|hin|guest|-|-|1926
534|絹|13|"Ito, Itohen"|63|ケン、きぬ||ken|"silk, silk thread"|kinu|"silk, silk thread"|1908
803|摯|15|Tehen|89|シ||shi|"gift, seriousness"|-|-|1896
1075|甚|9|Amai|2|ジン、はなは-だ、はなは-だしい||jin|exceedingly|"hanaha(da), hanaha(dashii)"|"very, greatly, exceedingly. extreme, excessive, intense, severe, serious"|1862
1864|紡|10|"Ito, Itohen"|63|ボウ、つむ-ぐ||boo|"spin, make yarn"|tsumu(gu)|"spin, make yarn"|1852
1563|頓|13|Oogai|22|トン|とみ|ton|"suddenly, in a hurry, immediately"|-|-|1835
1036|嘱|15|"Kuchi, Kuchihen"|70|ショク||shoku|requesting|-|-|1833
1251|霜|17|"Ame, Amekanmuri"|13|ソウ、しも||soo|frost|shimo|frost|1830
265|堪|12|"Tsuchi, Tsuchihen"|50|カン、た-える||kan|"endure; support; withstand, resist, brave, weather; be fit for, be equal to"|ta(eru)|"endure; support; withstand, resist, brave, weather; be fit for, be equal to"|1822
678|紺|11|"Ito, Itohen"|63|コン||kon|"dark blue, navy blue"|-|-|1816
1191|遷|15|Shinnyoo|51|セン|うつ|sen|"move, change, shift; pass into, drift; soak in; be infected, catch (a cold); catch fire, spread "|-|-|1810
1944|耗|10|Sukihen|2|モウ、[コウ]||"moo, [koo]"|decrease|-|-|1805
1184|腺|13|"Niku, Nikuzuki"|44|セン||sen|gland|-|-|1803
374|糾|9|"Ito, Itohen"|63|キュウ|ただ|kyuu|"ask, demand, question; investigate, ascertain, verify"|-|-|1787
269|款|12|Akubi|8|カン||kan|"article, section; goodwill, friendship; collusion"|-|-|1774
2006|瘍|14|Yamaidare|15|ヨウ||yoo|"boil, carbuncle"|-|-|1770
2065|猟|11|"Inu, Kemonohen"|17|リョウ|かり|ryoo|"shooting, hunting; game, take, bag "|-|-|1756
1800|餅|15|"Shoku, Shokuhen"|12|ヘイ、もち||hei|"rice cake"|mochi|"rice cake"|1755
1326|濁|16|"Mizu, Sanzui, Shitamizu"|118|ダク、にご-る、にご-す|ジョク|daku|"uncleanness; wrong; muddiness, impurity; voicing marks; voiced sound, voiced consonant; unrefined sake"|"nigo(ru), nigo(su)"|"be muddy, be impure; be voiced; be vague. make muddy, make cloudy; quibble; prevaricate "|1754
441|謹|17|"Gon, Gonben"|68|キン、つつし-む||kin|"be discreet, be careful, be prudent, be cautious; restrain oneself, be moderate"|tsutsushi(mu)|"be discreet, be careful, be prudent, be cautious; restrain oneself, be moderate"|1750
2109|錬|16|"Kane, Kanehen"|33|レン|ね|ren|"refine (metals); drill, train; polish (sentences) "|-|-|1744
1692|卑|9|Juu|11|ヒ、いや-しい、いや-しむ、いや-しめる||hi|"humble; base, mean, vile, vulgar; greedy "|"iya(shii), iya(shimu), iya(shimeru)"|"humble; base, mean, vile, vulgar; greedy. despise "|1699
848|赦|11|Aka|2|シャ|ゆる|sha|forgiveness|-|-|1689
1930|冥|10|Wakanmuri|4|メイ、ミョウ||"mei, myoo"|dark|-|-|1680
1879|睦|13|"Me, Mehen"|19|ボク|むつ|boku|"friendly, intimate, harmonious"|-|-|1653
171|餓|15|"Shoku, Shokuhen"|12|ガ|う|ga|"be hungry, starve, thirst"|-|-|1646
347|擬|17|Tehen|89|ギ||gi|"aim (a gun) at; nominate for office; imitate, mimic; compare"|-|-|1644
1994|妖|7|"Onna, Onnahen"|36|ヨウ、あや-しい||yoo|"attractive, bewitching; calamity"|aya(shii)|"attractive, bewitching; calamity"|1638
591|孔|4|"Ko, Kohen"|9|コウ|ク、あな|koo|"hole, aperture, slit; gap, stop (of musical instrument); eyelet; cavity; socket; cave; den; hiding place; pit; fault, defect; deficit; grave; dark horse"|-|-|1630
1387|酎|10|"Tori, Torihen"|14|チュウ||chuu|sak_|-|-|1604
1547|峠|9|"Yama, Yamahen"|16|とうげ||-|-|tooge|"mountain pass; crisis, crest, climax"|1601
125|俺|10|"Hito, Ninben, Hitoyane"|104|おれ||-|-|ore|I|1599
443|吟|7|"Kuchi, Kuchihen"|70|ギン||gin|"singing; recital; song; poem"|-|-|1599
2122|楼|13|"Ki, Kihen"|85|ロウ||roo|"tower, turret, lookout, high building"|-|-|1582
1626|陪|11|Kozatohen|31|バイ||bai|"follow, accompany, attend on"|-|-|1561
802|雌|14|Furutori|9|シ、め、めす||shi|female|"me, mesu"|female|1553
2096|隷|16|Reizukuri|1|レイ||rei|"servant; criminal; prisoner; follower"|-|-|1540
2056|侶|9|"Hito, Ninben, Hitoyane"|104|リョ||ryo|"companion, follower"|-|-|1532
1759|侮|8|"Hito, Ninben, Hitoyane"|104|ブ、あなど-る||bu|"despise, make light of"|anado(ru)|"despise, make light of"|1515
1974|幽|9|Itogashira|4|ユウ|かす|yuu|"confine to a room"|-|-|1504
236|渇|11|"Mizu, Sanzui, Shitamizu"|118|カツ、かわ-く||katsu|thirst|kawa(ku)|"be thirsty; feel dry; dry up, be parched"|1497
198|劾|8|Chikara|23|ガイ||gai|"criminal investigation"|-|-|1479
1178|栓|10|"Ki, Kihen"|85|セン||sen|"bolt, stopper, cork, plug, ear plug, bung, faucet, peg "|-|-|1444
1207|租|10|"Nogi, Nogihen"|23|ソ||so|"crop tax, borrowing"|-|-|1443
855|尺|4|Shikabane|15|シャク|セキ|shaku|"Japanese foot; rule; measure, scale; length"|-|-|1430
1847|蜂|13|"Mushi, Mushihen"|10|ホウ、はち||hoo|"bee, wasp, hornet"|hachi|"bee, wasp, hornet"|1418
1966|愉|12|"Kokoro, Risshinben, Shitagokoro"|76|ユ|たの|yu|rejoice|-|-|1411
2027|酪|13|"Tori, Torihen"|14|ラク||raku|"whey, broth, fruit juice"|-|-|1382
918|叔|8|Mata|9|シュク||shuku|"uncle; youth"|-|-|1376
309|汽|7|"Mizu, Sanzui, Shitamizu"|118|キ||ki|"vapor, steam"|-|-|1375
1668|畔|10|"Ta, Tahen"|19|ハン|ほとり、あぜ、くろ、ぐろ|han|"rice-paddy ridge, levee"|-|-|1374
2107|廉|13|Madare|17|レン|かど|ren|"purity; honesty; low price; corner"|-|-|1369
815|侍|8|"Hito, Ninben, Hitoyane"|104|ジ、さむらい|シ、はべ|ji|"wait upon, serve"|samurai|"warrior, samurai"|1356
415|矯|17|"Ya, Yahen"|4|キョウ、た-める||kyoo|"straighten; correct, reform, cure; control (one's feelings); pretend, falsify; aim"|ta(meru)|"straighten; correct, reform, cure; control (one's feelings); pretend, falsify; aim"|1351
936|殉|10|Kabanehen|5|ジュン||jun|"die a martyr, follow (someone) by committing suicide; follow in resigning"|-|-|1336
1052|唇|10|"Kuchi, Kuchihen"|70|シン、くちびる||shin|lip|kuchibiru|lip|1330
878|呪|8|"Kuchi, Kuchihen"|70|ジュ、のろ-う|まじな|ju|"spell, curse, incantation"|noro(u)|curse|1326
484|蛍|11|"Mushi, Mushihen"|10|ケイ、ほたる||kei|firefly|hotaru|firefly|1320
1826|慕|14|"Kokoro, Risshinben, Shitagokoro"|76|ボ、した-う||bo|"yearn for, love dearly, adore, follow"|shita(u)|"yearn for, love dearly, adore, follow"|1283
156|禍|13|"Shimesu, Shimesuhen"|15|カ|ワ|ka|"calamity, misfortune"|-|-|1275
1145|脊|10|"Niku, Nikuzuki"|44|セキ|せ|seki|"stature, height"|-|-|1272
1701|罷|15|Amigashira|7|ヒ|まか、や|hi|"end, stop, cease; subside, calm down, pass; die out, be extinguished; leave, go off; be abandoned "|-|-|1268
1435|爪|4|Tsumekanmuri|2|つめ、[つま]|が|-|-|"tsume, [tsuma]"|"nail, claw, talon, hoof; hook, catch; plectrum"|1258
296|玩|8|"Tama, Oo"|15|ガン||gan|"play; take pleasure in; play (on an instrument); play with; make sport of; trifle with (affections)"|-|-|1255
1267|捉|10|Tehen|89|ソク、とら-える||soku|"catch, arrest, capture"|tora(eru)|"catch, arrest, capture"|1242
442|襟|18|"Koromo, Koromohen"|21|キン、えり||kin|"neck, neckband, collar, lapel"|eri|"neck, neckband, collar, lapel"|1239
1253|藻|19|Kusakanmuri|47|ソウ、も||soo|"duckweed, seaweed"|mo|"duckweed, seaweed"|1239
857|酌|10|"Tori, Torihen"|14|シャク、く-む||shaku|"serving sake; the server"|ku(mu)|"draw (water), ladle, dip, scoop, pump; consider; sympathize with; drink; think "|1224
1671|斑|12|Bun|2|ハン|まだら、ふ|han|spot|-|-|1221
456|串|7|"Bou, Tatebou"|1|くし||-|-|kushi|"spit, sekwer"|1217
26|尉|11|Sun|12|イ|じょう|i|"jailer; old man; rank; company officer"|-|-|1209
